# golden reference dump
# lanes: simd_f32=8 simd_f64=4
# format: index  input(hex)  output(hex)

## f32 asin  [-1, 1]  n=512
  47 3fd3c8b36e44e3f6 3fd473f507e14a11
  48 3fe0e2e2daef6a31 3fe2c8445e9ee843
  49 3fe6a6cb45bba8a5 3fec4093805c36b0
  50 3fd98ac1b7d984c2 3fdb0b66aec019a4
  51 3fe34e3f86bb0019 3fe658a7f2620219
  52 3fdb9e8c545c939b 3fdd8e2b5080c4f2
  53 3febece08b09c5a6 3ff581a47977ee3a
  54 3fe9bbfed0c42d39 3ff1c423b1fee1ac
  55 3fec5d12497d1429 3ff6799c7dc2bbac
  56 3fe3b351e431c796 3fe6f97834909ec0
  57 3fe255e3c191873d 3fe4dcd0b410f120
  58 3fec6cd5ad30b9d7 3ff69eacb8f210e9
  59 3fedecd1fa089407 3ffb2b032eefaabd
  60 3fbbce25cb646e8d 3fbbea56aa9769b1
  61 3fbcee047125e08b 3fbd0dc99611993a
  62 3fe1afa901e7a190 3fe3e979850d0240
  63 3fd8535dca0bc044 3fd99c4491333c94
  64 3fdfd6b1b6eff717 3fe1786cc1f8a6bc
  65 3febd828f4330ede 3ff556994c5369e5
  66 3fc05aefb58acf79 3fc071f2bd640f3c
  67 3fe4d15bdec80e33 3fe8d72566813e36
  68 3fdd22df02bbb6c8 3fdf7193f8007380
  69 3fe6b325b5414928 3fec596380cb8a96
  70 3fb1ca41be76a929 3fb1d19bf8e92138
  71 3fef852f41a2848c 40038b1d40db4765
  72 3fe17ccae1b58c73 3fe3a097af0dede6
  73 3fec18475f1ba583 3ff5de76c3ec2369
  74 3fddff570101d149 3fe044f090e08df3
  75 3fe3e04d8a9f321b 3fe7424e4855cdda
  76 3fd23e95a9980ed8 3fd2c3a766dd4986
  77 3fa9afab516a0bdb 3fa9b531ba51ed95
  78 3feddcb769098bdf 3ffaebc3ab142173
  79 3fe8efa57c16e4f5 3ff0b20b1f8ea703
  80 3fe711d3555e67b5 3fed1b3341eb235c
  81 3fe37837d4184cc3 3fe69af7a721f98e
  82 3fe8f2c96c32f713 3ff0b60b57020304
  83 3fef44547efb2063 4001d4d7fd90eab6
  84 3fce4e0115b2c218 3fcee409775782fb
  85 3fe6af182c855b2e 3fec513c86d42e79
  86 3fee0aa164bf12ef 3ffba5257ba21809
  87 3fd0e29c50b80545 3fd14b50663f6c1a
  88 3fe066483bd356fb 3fe21d732385ef3b
  89 3f97f90c1ad77187 3f97fa2b38ffce1f
  90 3fd11da27d5d826b 3fd18ad1b93bda70
  91 3fed583ac0874546 3ff91e93ad53df07
  92 3fefb1cb3b1411eb 40055c1604d493d3
  93 3feb5f02310baf46 3ff4697606d46e47
  94 3fd75d5027878930 3fd87e8aef166283
  95 3fe634fd0fa8f4bb 3feb60d4ee9de333
  96 3fe4ce697d92f76e 3fe8d20a019bf015
  97 3fe7d4a40c37a5e4 3feec03a4ae82780
  98 3fb3fa41d187ee82 3fb404ad467d9dcf
  99 3fd59ee9300106de 3fd6812d4253ca54
 100 3fe5c8b52f4664b2 3fea938c72c6ab42
 101 3fd76f93c5a72545 3fd893a00f607017
 102 3fefeb7d1823788f 400aba317dad0527
 103 3fca5b2ac1177d90 3fcabd060ce3e13f
 104 3fe3bc7752e9707e 3fe70836e24d1054
 105 3f7f9de35727b876 3f7f9e0c7e6e9b69
 106 3fa4483a243bcc26 3fa44af213c14d98
 107 3fd4940862553ea2 3fd555be6b83b5dd
 108 3fe5d014b0404215 3feaa14e22f9380f
 109 3feb0ec91303125d 3ff3d87750877886
 110 3fd1db2a983f73ed 3fd257a4c59e9420
 111 3fd8bd0eb454a4b7 3fda1829df7a5673
 112 3fd80a41f11eda57 3fd946fb683f5929
 113 3fe557e6f85bdf8a 3fe9c4e2291560ec
 114 3fe78a8ef558e211 3fee1c5c12870946
 115 3f8e9cf03ce43c4e 3f8e9d85ae5f6673
 116 3fd3d202afc4e270 3fd47e409999dcb4
 117 3fde7196848e2a62 3fe08e74d3edc64b
 118 3fc926d10fa959bb 3fc97ba93744fbcf
 119 3fe6e596cd70a882 3fecbfd42aaaf47a
 120 3fe50d5020b3186e 3fe93ff6c6b0ae38
 121 3fee5ef03f2e8732 3ffd290ba494fa07
 122 3fe31b4fbec3baa6 3fe609099572ef1f
 123 3fe6fdc5af516813 3fecf1991debc963
 124 3fe990cf43ced2ad 3ff187bc708bae6e
 125 3fbc67f57d4a5d83 3fbc8606c7d6458d
 126 3fe000c9a99a1932 3fe194f76139a393
 127 3fe7e18709b0333f 3feedd3c787f7cb6
 128 3fe5ead5641d28f0 3fead37c9887b3ec
 129 3fd58c11adcc45fe 3fd66beabbaa1dc2
 130 3fe066145aeba681 3fe21d2cc85ebf6c
 131 3fec368cf9c5a420 3ff621765765289a
 132 3fe08676a65e3877 3fe24936b652c55d
 133 3fe5e37f28829646 3feac5aec79b0563
 134 3fb17072b4d0a40d 3fb1775f903f2c72
 135 3fc297d2b0d5727d 3fc2b9bb0ec9af84
 136 3fa5f2df6ff2b46c 3fa5f6518da3d27d
 137 3fe70a32ed3e381b 3fed0b57a98f5025
 138 3fe046eed189a32f 3fe1f30be810b112
 139 3fcf3a1e59bb530a 3fcfdea14352dd5c
 140 3fd0b0ff989871e9 3fd116092542f3f3
 141 3fed98d9e46359c4 3ff9f3904859cb25
 142 3fedc3c627695cc7 3ffa8d4362a370af
 143 3fe0f2fa22c94980 3fe2de99a242f480
 144 3fe57b3eec817102 3fea04e2016ff9db
 145 3faa3aaea4c04c00 3faa4090c3b707a8
 146 3fe56605e66a70de 3fe9de5f78a5cb28
 147 3fecaca1a0a3c6cf 3ff73b1757bf9100
 148 3fd403caf26f286e 3fd4b55f90fac8ab
 149 3fbe444413ba1cb6 3fbe68ac8259d531
 150 3fdcf9d1e2fe18c0 3fdf3dde55f0e7aa
 151 3fc8b2da8a04b360 3fc903209c06e851
 152 3fc14420fa049eb9 3fc15f3c0b6b750d
 153 3fbad68f5877d184 3fbaefe5df9aacdc
 154 3fdedf1f44623180 3fe0d588ab37bb2b
 155 3f9b4a072cef1a91 3f9b4baebc4c30da
 156 3fec49f1a6ab4462 3ff64d6bf029ebdb
 157 3fe7fbe4df1d31cf 3fef191229a4464c
 158 3fc3438ec4db25cd 3fc3694e281763a1
 159 3fdb28b3e84c2185 3fdcfde67d53deb4
 160 3fd33d710b25e3ca 3fd3da6d0e17eadb
 161 3fd11e945aca52a9 3fd18bd639452881
 162 3fe6c7551d874553 3fec8229c6cc968a
 163 3fb9fea157745cb9 3fba15a4e1f9fd1b
 164 3fdfbe2c3c18825f 3fe16825dfb4c8bf
 165 3fd3e8866777a4e7 3fd4972ac3c2fb79
 166 3fd6482920cce376 3fd740feb6f6a0dd
 167 3febf0b3b7f2e849 3ff589ad291e8210
 168 3fe9c025f941b07d 3ff1ca0632738cde
 169 3fe326c73eadbebe 3fe61ae15c29ca5f
 170 3fe20419358f439d 3fe46410bb692847
 171 3fe1ca2db1efe8d2 3fe40fc155569d4d
 172 3fddf5116e9a3b43 3fe03e5c3fc5f1c5
 173 3fe6c691ab9c10a6 3fec809da0527c57
 174 3feef5fe1d853e08 40006aaae260d523
 175 3fe3762fe16ce1a3 3fe697be4c904fe2
 176 3fd5a26d3b5857e9 3fd68525564e6d38
 177 3f82430b8b9acc8a 3f82432b445eca41
 178 3fd63409f85c279f 3fd72a1be74e19e0
 179 3fd515d9ca0f54f8 3fd5e6f26b9aa337
 180 3fe702123caaf484 3fecfa7dc0230bb2
 181 3f9a3e04b9b95076 3f9a3f7d5f28bc88
 182 3fe8f72f5baae4cd 3ff0bba8689d5b1c
 183 3fe9175ea8d242ba 3ff0e51b38fb9c01
 184 3f911eb00da05097 3f911f189aff0bcf
 185 3fe24a0265423fed 3fe4cb265bf01856
 186 3fdad5bcb1984187 3fdc98f9d7b98bda
 187 3feb5c87eb549474 3ff464d97f35360e
 188 3fe530d760e21a8d 3fe97eeb812c9ecc
 189 3fcdffd6fb5ed443 3fce9147c2727ad4
 190 3fe662bf7eab3681 3febb9c502628a67
 191 3fa27e9dcf8429c4 3fa280ad65978707
 192 3fe395770bf3a37b 3fe6c990d03ab3ee
 193 3fe95396ea567978 3ff13479612046e7
 194 3fe046c64ff1ddeb 3fe1f2d5433960f3
 195 3fe61c5a025dd2d9 3feb317f63029408
 196 3fe136f05e5b7b87 3fe33da5ad673cdc
 197 3fded71e718c8a92 3fe0d05207406929
 198 3fe703c8e27602b7 3fecfe0a24122713
 199 3fc0705821b0e7dd 3fc087b698d9c8c1
 200 3fd7c95f882dd6b2 3fd8fb91a7862f09
 201 3fca0b35bc264ce9 3fca6991ee0078dc
 202 3fed582a6b756a5a 3ff91e605802f651
 203 3fc0d11ef55b80ef 3fc0ea26b444d525
 204 3fdd23452ff8fb3f 3fdf7214dc44e37a
 205 3fe4c2cbaa8791ff 3fe8bdf27313117d
 206 3fef7cdc073d316a 4003476dcad94857
 207 3fe5f184b81d288d 3feae01781394bb3
 208 3fe89bba01978599 3ff04950f3db806c
 209 3fe2c2bf76794fbd 3fe580c3069c45a4
 210 3fbf7a44b62b0f17 3fbfa3407a4b30bd
 211 3fc8ff62f79f65db 3fc952a84d1b582d
 212 3fe1623ac0682324 3fe37ad05ba9225f
 213 3fd0de3418f7faeb 3fd14693ddf4e646
 214 3fd374901d1e087c 3fd41717770d098a
 215 3fa51de91ded75f3 3fa520fa9f3b6279
 216 3fb9e5758e086f45 3fb9fc363854d67f
 217 3fe7fa4b5638ed05 3fef156c0021933e
 218 3fd7694f344966b1 3fd88c635067f1c9
 219 3fa153991aedab06 3fa1554adea1a9a8
 220 3fdd9ed0a5835890 3fe0074e7288f5ce
 221 3fc0a9391fb8d7c6 3fc0c18f27fea533
 222 3fd536bf401aa961 3fd60be04d5edd56
 223 3fe535f7bd5d80f2 3fe9880e93bb2353
 224 3fda29f40e475699 3fdbc9a4ca2e47b2
 225 3fe991b89518dcf6 3ff188ff08b2b12d
 226 3fee379a71d448b2 3ffc6b6918e3446b
 227 3f87d61a7e2ee726 3f87d6610925d8ba
 228 3fce7f0c3e28c6f2 3fcf18032d46a7a4
 229 3fe5a96b18066472 3fea59841c2e080d
 230 3fdde1bc0ed12fc8 3fe031fd76228a9c
 231 3fe03dfe22e9ce9a 3fe1e6feaf24b94d
 232 3fd400938d6395df 3fd4b1cef9af792d
 233 3fe36a5dca51cc9c 3fe68502922f1410
 234 3fea8218d3e5c4b8 3ff2ed61c2be117d
 235 3fbd7b5da521eb4b 3fbd9cfffb4f4378
 236 3fd00e7d7a385383 3fd06824b06382fa
 237 3fde60fe1675f00e 3fe083bd19358fc0
 238 3feb829bdb350e76 3ff4acb90da6e1f8
 239 3fe11c07b3f39125 3fe317df8a907924
 240 3fe63a8e29b8a2b2 3feb6b946ef17f0b
 241 3fe8b479eb987b49 3ff067c62acc75e6
 242 3fe441e9341a8962 3fe7e32f436e8d22
 243 3fda65986353cf8b 3fdc1161d3e199ae
 244 3fe437160e355ad8 3fe7d1255d787a6d
 245 3f8c28e70727d191 3f8c295b57c94c05
 246 3fe47c5e88f93b00 3fe8457b78327103
 247 3fd3edc6d352b38a 3fd49cfb6073afdb
 248 3fc479e4fed59b76 3fc4a74ed19e5671
 249 3fe8db4b97023073 3ff09843364b405b
 250 3fdc77e4c8918290 3fde9b2c35ceddaa
 251 3fe0ebf921522e98 3fe2d4df0b9dab0f
 252 3fb8b892a176cd27 3fb8cc5ae29ac331
 253 3faa96cb1e01fee8 3faa9cec24a2034c
 254 3fef0009872abdf8 400092b8a121bdf6
 255 3fb35612cda0f23e 3fb35f84f500f0e4
 256 3fcb6621021830be 3fcbd44d205b162b
 257 3fdbc6834ca37fcf 3fddbf580ef31c35
 258 3f7d9c448a0f2756 3f7d9c66583e24cb
 259 3feac42b9df877fd 3ff358fb526fb737
 260 3feac43700d49b5a 3ff3590e46d55aa9
 261 3feabefe8e33bef0 3ff35061620ef9e5
 262 3fef4bea269f9b07 4001ff912d35ca75
 263 3fe9ffd78153e67a 3ff22607fb0e27db
 264 3fb3630bd59f6117 3fb36c9118158925
 265 3fbfa99525ad7e0e 3fbfd34bf6a53b9f
 266 3fbfb64f57255e95 3fbfe038da419cbb
 267 3fe191e24a49fc63 3fe3beb9b9253185
 268 3fe90775b3b9aaed 3ff0d088f469f8f4
 269 3fef8af134815fc3 4003bca4d10d76ef
 270 3fe06e0dccd50ec1 3fe227ff27ce046e
 271 3fe67095db269953 3febd4ee71f983f0
 272 3fec2fb1f36dabdc 3ff6121e9a532763
 273 3fe55f2c238119cd 3fe9d1fe5e803e3b
 274 3fe168d2d9db1066 3fe3842cb05b3910
 275 3fd7fe69dd4b806d 3fd939325b26629b
 276 3fd86476f71bfe29 3fd9b043421aacbd
 277 3fe20991fa811148 3fe46c14ad593b4a
 278 3fe9df2c6f4219a2 3ff1f66c755efa59
 279 3fe5aed1a7a48fb4 3fea637e2cb67b38
 280 3fb17943e5dc42f5 3fb1803b4cae95c9
 281 3fe0097c432964fb 3fe1a092aa84df97
 282 3fc47fc30cae5d04 3fc4ad545da896b7
 283 3f97c25b86d39e6e 3f97c37309006b40
 284 3fea17f90f3a6bea 3ff249c8a37befbd
 285 3fd38ad32e970a5e 3fd42fa1ab0c8477
 286 3fe168056f95e10c 3fe38308ef1982b1
 287 3fe9a5c5f2772639 3ff1a4e11aa43a79
 288 3fc4cc1594327f1c 3fc4fbb0ec2403d8
 289 3fd930c5111ebc0a 3fdaa0a494dcf772
 290 3fdc9b2e57097b9e 3fdec7379056dc3d
 291 3fe803d029dd3ce4 3fef2b2bb1ae259d
 292 3fe9e7f5cad4fe02 3ff20323f3e551c3
 293 3f96d0ee3192546c 3f96d1e5b748ef9e
 294 3faeb55c713f292f 3faebecedb8a2c2a
 295 3fe4b336a958cad6 3fe8a318a00c949d
 296 3fe206d39337b659 3fe4680f76ee0503
 297 3f937d8cc46dba83 3f937e270cd05fca
 298 3fe121166a53100f 3fe31ef561dc5062
 299 3fe03a4469ccb9b0 3fe1e1fa64562463
 300 3fe35481fc9cb8de 3fe6628142b52deb
 301 3fe473012948d69f 3fe835a24d3e534b
 302 3fdb056c65a3bc9c 3fdcd2eb9a983e14
 303 3fef10f24db52e5d 4000d9c778b0bf5f
 304 3fe0e85cf5dce828 3fe2cfdc8a8eca88
 305 3fcec85a47228f46 3fcf65c5d75b4fac
 306 3fcd96903af96ff8 3fce21f92bc77e94
 307 3fbb99a30a3e8b75 3fbbb534a0e62567
 308 3fe1831ac387db7d 3fe3a9990261ffc9
 309 3fe9c85a2661d654 3ff1d5b07045d848
 310 3fe410ad83bc6de1 3fe7918aed840796
 311 3fefb255a00f1ade 40056339157e180e
 312 3feea35e9875f96d 3ffea0d95b25ed48
 313 3fe0d96c57919642 3fe2bb29c406d421
 314 3fe741e735aef461 3fed8033903527fc
 315 3fe15c9b8e053979 3fe372d7b3c3b633
 316 3fd76ee19bb28d77 3fd892d24f5e89a7
 317 3fc47150b7122c36 3fc49e80f4a45e45
 318 3fb131d0d53735e3 3fb13873fc134db3
 319 3fd3637682569613 3fd40441d283c38d
 320 3fc03a3b25528700 3fc050b45042e2ca
 321 3fef0d409067dd43 4000c9d7553db1f1
 322 3fecad4b7e4a7fdb 3ff73cc684769297
 323 3fab15f4f0b50656 3fab1c6fa85064ca
 324 3fc3bd6885c47839 3fc3e60d437b1440
 325 3faa50eae3463cd1 3faa56dc095e7f14
 326 3fd4616e1186e492 3fd51d5e532b99aa
 327 3f80a6d58cb47d55 3f80a6ed992b6bdd
 328 3fd40141191d62f0 3fd4b28f4f831c6a
 329 3fe1e815666b5778 3fe43b2a2d9b3d1c
 330 3fc94dbf8471b358 3fc9a42a7755dcbd
 331 3fd29f46858e4e2e 3fd32d1785e536ea
 332 3fde8ce165987044 3fe0a01c8d014aed
 333 3fefb5e08675ae5e 40059340905c08fa
 334 3fb387e28ff33289 3fb3919ea06d19d2
 335 3fdc22b9b1e6b1d8 3fde314cb71b6dac
 336 3fe7e4c7cc6f7da3 3feee4954556a8cc
 337 3fd09f8bbdaccf34 3fd10350a45ea359
 338 3fd0faadd486002e 3fd16531a6811aaf
 339 3fc1bf94f0397728 3fc1dd0a8cf53768
 340 3fd470fac774df60 3fd52eadc2b4a055
 341 3feba0ba8ba496e8 3ff4e726d0158718
 342 3fdc075baab3fe2b 3fde0f682cac8d4f
 343 3fe60ec137095c2b 3feb1789131292ec
 344 3fef16e60cdf15c4 4000f3f9ca6caddb
 345 3fe0280f1fd830f8 3fe1c980e54b9b80
 346 3f882b1b2e1a9e06 3f882b64b65c57c3
 347 3fe6abd1e4840631 3fec4aa87da817d5
 348 3fd9c39cdffdce30 3fdb4f23fead2773
 349 3fd94dc6a6be075d 3fdac2feb624ffed
 350 3fd0338393c5fb7a 3fd08fad95a3fd5b
 351 3fe0151fd5be8355 3fe1b0215f07256a
 352 3fe3a208b14859d0 3fe6ddb0fd91cdcd
 353 3fa1d0237dbfdf5b 3fa1d1fad8c0c02b
 354 3fc7c9f62cc680ad 3fc8119186b64d1e
 355 3fe1f0319bba0393 3fe446fb54b4951a
 356 3fd03058ee3f7f30 3fd08c4b7a816ee6
 357 3fda1cb522337f4c 3fdbb9bf0d55f619
 358 3fe7700b8b1c3f96 3fede2de52a52d8e
 359 3fd0b818b5e2eb78 3fd11da71d289bad
 360 3fe865a2e46229c0 3ff007efe983a2fc
 361 3fd8e5e604d269c2 3fda483bb8f6720e
 362 3fe933354848103d 3ff1097ede6ccb59
 363 3fdca58dfa28d3b0 3fded42f63168890
 364 3fed977acb195cde 3ff9eed313e86743
 365 3fead1cc2334caf3 3ff36fc5b27ce59d
 366 3fe0d6273f9a857d 3fe2b6a3e74973e2
 367 3fd8039c831b6396 3fd93f3ed46402b2
 368 3fed78d9deac735d 3ff9878b7539fb7b
 369 3fcf5c1e8443e75a 3fd0016560953db5
 370 3fc1c99253fe103f 3fc1e73a2f9ad837
 371 3fafd22c14129701 3fafdcaf69d12128
 372 3fec204a8c0782b8 3ff5f002a926461b
 373 3fd6dfc11400b4f6 3fd7ee2392d7f6ef
 374 3fd933f9369c7ca3 3fdaa46f2b0c49b3
 375 3fd3ea2ee2173143 3fd49900bbe9ff05
 376 3fcaa84633a2ae52 3fcb0d95efef3798
 377 3fe13cd4d698fa9e 3fe345f1a3242bb9
 378 3f849e3a5c701468 3f849e68039dd2a2
 379 3feac756dfc051b2 3ff35e4344391e67
 380 3feb78d223b3c9bc 3ff49a0a48c3dca4
 381 3fe57ebfa3111e27 3fea0b4322c1a942
 382 3fcb43f11a8c8d63 3fcbb07b1a631072
 383 3fe2384415e38f33 3fe4b0d8dca7fa31
 384 3fe4fcdd19399ab0 3fe92307c28270bf
 385 3fd94c9a401f9e0e 3fdac19aa9e5a3e5
 386 3fccab00641ccd3c 3fcd298b9ad93dfa
 387 3fc9242f8d6e0573 3fc978ecab5aa6f5
 388 3fe308e1abe46d1b 3fe5ec74d436567d
 389 3fe401bdb55af8c7 3fe778f96fcaf72d
 390 3fe56b8f2d747fa4 3fe9e86539473be3
 391 3fe702eedf103d17 3fecfc4696c6e2cf
 392 3fe066727723b2e0 3fe21dac69f34b3a
 393 3f8dcf671834448f 3f8dcff1159c5fce
 394 3fc62b7afb8de515 3fc66546ed1a8b04
 395 3fe5e5996e31c49f 3feac9a2aeeb2c07
 396 3fda27b7c4e703cd 3fdbc6f5b685aa64
 397 3fe8d658642f37fa 3ff09207a3a1c1bc
 398 3feae01d4dced6af 3ff387f2b1fbf374
 399 3fc512b63f291d0e 3fc544428f42fe17
 400 3fe80d45517c262d 3fef40dda3e30862
 401 3fe13e08b7847b3b 3fe347a36c15ba60
 402 3febde6fbc990aad 3ff5638e6e04a3eb
 403 3fec1700c00d8281 3ff5dbae9a33e664
 404 3fdb949a2c02d156 3fdd81f37398f936
 405 3fe7b41f254bbcbb 3fee77b2aae42874
 406 3fe2623b42cda289 3fe4ef36966f72a8
 407 3fefb37b7a55f95b 4005728ad2fb1b64
 408 3fc3b67f741c791b 3fc3def927ec8b0a
 409 3fdc11d167ef564a 3fde1c5a886f23c3
 410 3fef8988c05620d2 4003b04fc14d58ec
 411 3fb6e0fbf6a5d99a 3fb6f0a71db4c8b7
 412 3fe548c35e219415 3fe9a9ac42ff72fe
 413 3fcc0377d1252732 3fcc795ffa1cf036
 414 3fc6fe6e83d94205 3fc73f017fd82af8
 415 3fda25cabac67fbe 3fdbc4a5da3e7af3
 416 3fcdbe7eba2643c9 3fce4c2bf2f310d2
 417 3fdb69bbc3151a6d 3fdd4d60b5680a87
 418 3fe9f461c1525df6 3ff2153a6b0eb0c9
 419 3fec9c18fee3d8cb 3ff71184cff65b00
 420 3fe450aa98e6e409 3fe7fbdacd94f569
 421 3fd78feed24fa24c 3fd8b905ce3b4a9c
 422 3fe0b2b065f8ce26 3fe285c103f05625
 423 3feeb957c640d8b1 3fff28fb3aa21291
 424 3fd84b9b1c223f7e 3fd99332e6ba0e60
 425 3fc09c5278538d63 3fc0b46fc1c3ad5c
 426 3fd0e6f0e9ede6eb 3fd14ff806c7eabf
 427 3fcb3c987edb22c0 3fcba8c935241650
 428 3feeb957b9bd05e0 3fff28faea92daf5
 429 3f9a8b0044430c1b 3f9a8c8603727b23
 430 3fe0043ab68eddfa 3fe1998e980dff2e
 431 3fea3e00c46d598f 3ff2832f0ac738ff
 432 3fdafc6f0012df23 3fdcc7fbc2e44db9
 433 3fbaa51c1b92b7ed 3fbabde6fa200623
 434 3fefb99f2a7a7d1a 4005c8927f872860
 435 3fdc8ad9e21da921 3fdeb2d24f8702bc
 436 3feef7b4d3ce35e4 400071650c4eb2c9
 437 3fd0a03fdb9645a1 3fd10411caaad7c8
 438 3febd9921f8d87d2 3ff55981537ebca2
 439 3fe7c75c95fe3dba 3feea27eb3c1aaad
 440 3fc73923b6e1c31a 3fc77bb10df793ec
 441 3fe143d91ea88062 3fe34fd5dea62228
 442 3faeb72083718eac 3faec0948fa629a1
 443 3feaa2e93ab34f3d 3ff3223b2d0d06f0
 444 3fe7b76703266842 3fee7ef8da7643a8
 445 3fdfa0922d395a00 3fe1548a9a5c4c34
 446 3fd4a5cb7473d8fb 3fd5698fc4e08a77
 447 3fc53c33adaecc86 3fc56eea3e2fae32
 448 3fe70a7bccdbd573 3fed0beefbbc351d
 449 3fd0da8c1a970085 3fd142a6107a01a6
 450 3fd7d316e9296e7e 3fd906d86fe3c0f6
 451 3fceeb3b912dae50 3fcf8acdd66774fb
 452 3fe845b19f8fa008 3fefc42078f6d046
 453 3fe2eae9bb46fb1b 3fe5be3ba6c8b467
 454 3fe2bc59311dc68a 3fe577047b6c51ed
 455 3fbd7abcec28f6af 3fbd9c5d195b63b0
 456 3fe7c8af02260bbb 3feea5729c4c0730
 457 3fe049191425a6d9 3fe1f5f7c3534e30
 458 3fda77c99b6b2dc0 3fdc2750d1cab795
 459 3fe4517e5704d2d8 3fe7fd3d8983ec92
 460 3fee781c6b6ae8fc 3ffdabc53278657a
 461 3fdf7384733afee7 3fe136ca064814eb
 462 3fe619d7ce9bfa54 3feb2cb2f5f39b3c
 463 3fed53fa980caec5 3ff9114193365730
 464 3fe30501cb199555 3fe5e6767dbb4b5b
 465 3fc66a7a71c175c2 3fc6a63ee34e22ff
 466 3fea24b70ca861f0 3ff25cdea67b2964
 467 3fe6b56820db54ab 3fec5df0434b5ce2
 468 3fb55d41625378fb 3fb56a017c14adbe
 469 3fd014f2763d5e29 3fd06f08e4688548
 470 3feb3481c110db65 3ff41b8ec93a1ba7
 471 3fed8f169a7e73b9 3ff9d20c1a03698a
 472 3fe2a7bd6721d6e0 3fe557bab5fed3a4
 473 3fec9ef0bffaddcc 3ff7189cf87d4273
 474 3fdad36ca6dd47c7 3fdc962b9044aff1
 475 3fe2291998ae1b1f 3fe49a70ef1a7278
 476 3fd42fc85c3f0990 3fd4e62d6a0a1b70
 477 3fe684d0219e91b4 3febfcdda38cab44
 478 3fd80ee1f33b8973 3fd94c5e161b97e6
 479 3fed90c353232435 3ff9d7c2bb740412
 480 3fdd3f7bc02c9929 3fdf95b4fc0532de
 481 3fe1aafb79539488 3fe3e2be116d6761
 482 3fec5536e3da8a40 3ff6675b70c83b44
 483 3fb5af809a03bac4 3fb5bcd69ea7a98e
 484 3fe2d0cacf9e4158 3fe59631c8729d28
 485 3fdb6dbe49eb6e21 3fdd524a0b6ea23f
 486 3fecaac39ba0e960 3ff7365bad14e8a4
 487 3fe06586035b75f0 3fe21c6bc15738db
 488 3feb21ad94bf90e7 3ff3f9d5f1caec42
 489 3fd86da18c162fff 3fd9bafd52db05cd
 490 3fe9a4bbf6595059 3ff1a36d53f8fecf
 491 3fcae1122ae45eb8 3fcb48fae1cbf438
 492 3fac64900d27f225 3fac6c06fd8df3ff
 493 3fd8ab4eab285eb4 3fda034e44499101
 494 3fed17aa7f1fe48e 3ff85c50b3d4b9ea
 495 3fcf3a3e6b565bf8 3fcfdec35c786ad0
 496 3feab51c816a5e07 3ff3400a61e5b7f8
 497 3fe45c6b73d3a54f 3fe80f92bb6fc237
 498 3fb0e943ae80c506 3fb0ef940ccfb07d
 499 3fecec998efb2c56 3ff7e379854c77fe
 500 3fe428e4f615326f 3fe7b9927ee23632
 501 3fecdcce2c8013fe 3ff7b8b9b2f868ec
 502 3fe7cb1a5d656b85 3feeaadb11c1b5eb
 503 3fb3dd30719a6f5e 3fb3e76e91052a6d
 504 3fc9b9ac30a8d10a 3fca148e5ebfd8f4
 505 3fec3ae158151322 3ff62b344bdea80a
 506 3fd7a0efbe8cee40 3fd8ccb37815cb33
 507 3feef6c203d8d6e5 40006daa89348790
 508 3fd603f7dbad6a7a 3fd6f3861d886e15
 509 3fda346303ad14a4 3fdbd62cb62887ca
 510 3fc0616b6ad1393e 3fc0788a09cb116d
 511 3fea4dda52d249f6 3ff29b8042378956

## f64 exp  [-600, 600]  n=512
   0 c078572c3c1cf648 1cd1b0a9d64e3081
   1 4068e744bb2d4b8c 51e577649a545515
   2 406e552c8b9bf52a 55d0fe0a977fd956
   3 4071b2ffb878b8ca 597779cf291bd881
   4 c0753ee8fc79d752 2147f33a7f094092
   5 c05fd2c65ec4abb6 347474ece1d6bf17
   6 4081591f5a01b29d 71fdd1b77441e288
   7 c080587cb6c20a11 10c4dc0f2c618317
   8 c0332bc3f60d6012 3e344847e36029fc
   9 c05b771f8ed16cc1 3606af466beec4a7
  10 4080d0af9323404b 70739c7ed95dfa76
  11 c06611b19a864b23 300388de9922b87d
  12 c06e27df73f7a4df 2a2f0777bf56687d
  13 4063317b2295244e 4dc6f358d53665f6
  14 4061ca2e418f4509 4cc3ff226a2a6261
  15 c0751ef80c80686a 21760a364bac94d9
  16 4059da9871df158c 494257a51cc829e9
  17 40789e2c10afb400 63731ec90ebdac1c
  18 40811623cce546d2 713c38c128899904
  19 40812d12063f9cab 717efeb1d0ed852a
  20 c07202d74999c0bf 25f2ff1b717efe3f
  21 4050c2eb9f2fd414 45fa78da40d935d7
  22 c034acde039669f3 3e120650e3d62d46
  23 407a5a3ae2c6c987 65f3a86c3b6ac214
  24 c0231ad3c2ddb7c4 3f129ecbfd410cc0
  25 408153241779eb3a 71ec3c8935b9cbe6
  26 405535704f188f63 4794fb1c3f6a604c
  27 407a3b3d3a006d7c 65c6ab3ab4ab82f7
  28 c05bc06e82134fdf 35ecdcc6a14ba6f6
  29 4068e587fadb8f40 51e454ff4d0d80cd
  30 4077307c8c36697e 61637a3631de6a3b
  31 c07fc5f6033f4f8c 1217cf111bfa010c
  32 c067fc985c06cc9c 2ea1d3eadab89b80
  33 c078b2f16a6821b1 1c4d3e9396bbd79f
  34 40797577a2329e64 64a974687863e0d8
  35 40676eb84db53986 50d5d209865420a8
  36 40683c92bd279150 516a81fd0ef18039
